Mfr Name,Carline,Eng Displ,# Cyl,Transmission,City FE (Guide) - Conventional Fuel,Hwy FE (Guide) - Conventional Fuel,Air Aspiration Method Desc,Trans Desc,# Gears,Drive Desc,Annual Fuel Cost - Conventional Fuel,Intake Valves Per Cyl,Exhaust Valves Per Cyl,Carline Class Desc,Release Date,Stop/Start System (Engine Management System)  Description,City CO2 Rounded Adjusted,Hwy CO2 Rounded Adjusted
Jaguar Land Rover L,New Range Rover Sport P360 MHEV,3,6,Auto(S8),19,26,Turbocharged+Supercharged,Semi-Automatic,8,4-Wheel Drive,2500,2,2,Standard SUV 4WD,6/20/22,Yes,464,340
Jaguar Land Rover L,New Range Rover Sport P400 MHEV,3,6,Auto(S8),18,26,Turbocharged+Supercharged,Semi-Automatic,8,4-Wheel Drive,2600,2,2,Standard SUV 4WD,6/20/22,Yes,495,344
Toyota,GX 460,4.6,8,Auto(S6),15,19,Naturally Aspirated,Semi-Automatic,6,4-Wheel Drive,3400,2,2,Standard SUV 4WD,8/17/22,No,607,463
Toyota,LX 600,3.4,6,Auto(S10),17,22,Turbocharged,Semi-Automatic,10,All Wheel Drive,2900,2,2,Standard SUV 4WD,11/17/22,Yes,535,409
Ford Motor Company,AVIATOR AWD,3,6,Auto(S10),17,24,Turbocharged,Semi-Automatic,10,Part-time 4-Wheel Drive,2200,2,2,Standard SUV 4WD,7/5/22,Yes,520,366
Ford Motor Company,NAVIGATOR 4WD,3.5,6,Auto(S10),15,21,Turbocharged,Semi-Automatic,10,Part-time 4-Wheel Drive,2600,2,2,Standard SUV 4WD,12/5/22,No,588,414
Ford Motor Company,NAVIGATOR 4WD,3.5,6,Auto(S10),16,22,Turbocharged,Semi-Automatic,10,Part-time 4-Wheel Drive,2450,2,2,Standard SUV 4WD,12/5/22,Yes,574,406
Maserati,LEVANTE GT,3,6,Auto(A8),16,22,Turbocharged,Automatic,8,All Wheel Drive,3050,2,2,Standard SUV 4WD,6/1/22,Yes,567,408
Maserati,LEVANTE MODENA,3,6,Auto(A8),16,22,Turbocharged,Automatic,8,All Wheel Drive,3050,2,2,Standard SUV 4WD,6/1/22,Yes,567,408
Maserati,LEVANTE MODENA V8,3.8,8,Auto(A8),13,20,Turbocharged,Automatic,8,All Wheel Drive,3400,2,2,Standard SUV 4WD,6/1/22,Yes,654,449
Maserati,LEVANTE TROFEO,3.8,8,Auto(A8),13,20,Turbocharged,Automatic,8,All Wheel Drive,3400,2,2,Standard SUV 4WD,6/1/22,Yes,654,449
Mercedes-Benz,AMG GLE 53 4MATIC+,3,6,Auto(A9),18,22,Other,Automatic,9,All Wheel Drive,2900,2,2,Standard SUV 4WD,9/2/22,Yes,500,402
Mercedes-Benz,AMG GLE 53 4MATIC+ (coupe),3,6,Auto(A9),17,21,Other,Automatic,9,All Wheel Drive,2900,2,2,Standard SUV 4WD,9/1/22,Yes,518,413
Mercedes-Benz,AMG GLE 63 S 4MATIC+,4,8,Auto(A9),15,20,Turbocharged,Automatic,9,All Wheel Drive,3200,2,2,Standard SUV 4WD,12/2/22,Yes,596,446
Mercedes-Benz,AMG GLE 63 S 4MATIC+ (coupe),4,8,Auto(A9),15,19,Turbocharged,Automatic,9,All Wheel Drive,3200,2,2,Standard SUV 4WD,12/2/22,Yes,592,465
Mercedes-Benz,AMG GLS 63 4MATIC+,4,8,Auto(A9),14,19,Turbocharged,Automatic,9,All Wheel Drive,3400,2,2,Standard SUV 4WD,12/2/22,Yes,627,478
Mercedes-Benz,G 550,4,8,Auto(A9),13,16,Turbocharged,Automatic,9,4-Wheel Drive,3900,2,2,Standard SUV 4WD,11/10/22,Yes,677,544
Mercedes-Benz,GLE 450 4MATIC,3,6,Auto(A9),20,25,Turbocharged,Automatic,9,All Wheel Drive,2500,2,2,Standard SUV 4WD,9/12/22,Yes,433,347
Mercedes-Benz,GLE 580 4MATIC,4,8,Auto(A9),16,21,Turbocharged,Automatic,9,All Wheel Drive,3050,2,2,Standard SUV 4WD,11/30/22,Yes,547,424
Mercedes-Benz,GLS 450 4MATIC,3,6,Auto(A9),18,23,Turbocharged,Automatic,9,All Wheel Drive,2750,2,2,Standard SUV 4WD,9/1/22,Yes,477,380
Mercedes-Benz,GLS 580 4MATIC,4,8,Auto(A9),16,21,Turbocharged,Automatic,9,All Wheel Drive,3050,2,2,Standard SUV 4WD,11/30/22,Yes,561,423
Mercedes-Benz,GLS 600 4MATIC Maybach,4,8,Auto(A9),15,20,Turbocharged,Automatic,9,All Wheel Drive,3200,2,2,Standard SUV 4WD,12/2/22,Yes,598,443
Nissan,ARMADA 4WD,5.6,8,Auto(S7),13,18,Naturally Aspirated,Semi-Automatic,7,4-Wheel Drive,3650,2,2,Standard SUV 4WD,11/18/22,No,685,495
Nissan,ARMADA 4WD,5.6,8,Auto(S7),13,18,Naturally Aspirated,Semi-Automatic,7,4-Wheel Drive,3650,2,2,Standard SUV 4WD,11/18/22,No,684,493
Porsche,Cayenne,3,6,Auto(S8),17,22,Turbocharged,Semi-Automatic,8,All Wheel Drive,2900,2,2,Standard SUV 4WD,7/25/22,Yes,521,401
Porsche,Cayenne GTS,4,8,Auto(S8),15,19,Turbocharged,Semi-Automatic,8,All Wheel Drive,3200,2,2,Standard SUV 4WD,7/25/22,Yes,591,461
Porsche,Cayenne GTS Coupe,4,8,Auto(S8),15,19,Turbocharged,Semi-Automatic,8,All Wheel Drive,3200,2,2,Standard SUV 4WD,7/25/22,Yes,574,464
Porsche,Cayenne S,2.9,6,Auto(S8),16,22,Turbocharged,Semi-Automatic,8,All Wheel Drive,3050,2,2,Standard SUV 4WD,7/25/22,Yes,555,402
Porsche,Cayenne S Coupe,2.9,6,Auto(S8),16,21,Turbocharged,Semi-Automatic,8,All Wheel Drive,3050,2,2,Standard SUV 4WD,7/25/22,Yes,546,423
Porsche,Cayenne Turbo,4,8,Auto(S8),14,19,Turbocharged,Semi-Automatic,8,All Wheel Drive,3400,2,2,Standard SUV 4WD,7/25/22,Yes,632,465
Porsche,Cayenne Turbo Coupé,4,8,Auto(S8),15,20,Turbocharged,Semi-Automatic,8,All Wheel Drive,3200,2,2,Standard SUV 4WD,7/25/22,Yes,597,450
Porsche,Cayenne Turbo GT,4,8,Auto(S8),14,19,Turbocharged,Semi-Automatic,8,All Wheel Drive,3400,2,2,Standard SUV 4WD,7/25/22,Yes,634,468
Subaru,ASCENT AWD,2.4,4,Auto(AV-S8),20,26,Turbocharged,Selectable Continuously Variable,8,All Wheel Drive,2000,2,2,Standard SUV 4WD,8/11/22,No,444,343
Subaru,ASCENT LIMITED/TOURING/ONYX AWD,2.4,4,Auto(AV-S8),19,25,Turbocharged,Selectable Continuously Variable,8,All Wheel Drive,2100,2,2,Standard SUV 4WD,8/11/22,No,470,356
Toyota,4RUNNER 4WD,4,6,Auto(S5),16,19,Naturally Aspirated,Semi-Automatic,5,All Wheel Drive,2600,2,2,Standard SUV 4WD,8/17/22,No,560,470
Toyota,4RUNNER 4WD,4,6,Auto(S5),16,19,Naturally Aspirated,Semi-Automatic,5,Part-time 4-Wheel Drive,2600,2,2,Standard SUV 4WD,8/17/22,No,556,464
Toyota,HIGHLANDER HYBRID AWD,2.5,4,Auto(AV-S6),35,35,Naturally Aspirated,Selectable Continuously Variable,6,All Wheel Drive,1250,2,2,Standard SUV 4WD,10/13/22,Yes,252,256
Toyota,HIGHLANDER HYBRID AWD LTD/PLAT,2.5,4,Auto(AV-S6),35,34,Naturally Aspirated,Selectable Continuously Variable,6,All Wheel Drive,1250,2,2,Standard SUV 4WD,10/13/22,Yes,248,259
Toyota,SEQUOIA 4WD,3.4,6,Auto(S10),19,22,Turbocharged,Semi-Automatic,10,Part-time 4-Wheel Drive,2200,2,2,Standard SUV 4WD,8/10/22,Yes,469,397
Volvo,XC90 B5 AWD,2,4,Auto(S8),22,28,Turbocharged,Semi-Automatic,8,All Wheel Drive,2200,2,2,Standard SUV 4WD,7/1/22,Yes,395,313
Volvo,XC90 B6 AWD,2,4,Auto(S8),20,26,Turbocharged+Supercharged,Semi-Automatic,8,All Wheel Drive,2500,2,2,Standard SUV 4WD,7/1/22,Yes,449,342
